5.3045 68.8826 0
54.322 5.36734 1
68.8101 85.8285 2
85.5935 99.5117 3
89.3548 97.7487 4
34.3733 35.5192 5
36.4885 73.3284 0
94.021 6.99184 0
64.7096 84.5948 0
4.92503 48.8442 0
62.8571 45.0519 0
93.1555 74.8372 0
72.5138 23.1703 0
74.5405 26.8428 0
60.7155 42.7214 0
20.5617 35.2678 0
26.5035 57.031 0
3.72143 90.462 0
60.4928 42.2749 0
8.39252 31.3518 0
11.2265 17.8766 0
29.0215 28.4141 0
46.4813 15.3 0
83.6405 83.2093 0
62.4533 50.9975 0
64.4265 27.91 0
21.3914 78.0118 0
67.8096 81.9061 0
50.0752 17.2913 0
47.7802 3.48404 0
46.6159 79.4172 0
21.3937 33.5924 0
61.9625 23.2904 0
57.2799 53.5738 0
25.7666 87.9168 0
99.1298 24.7906 0
99.9927 99.3898 0
97.1119 87.9521 0
73.5044 65.4788 0
19.6692 48.7198 0
79.4981 65.0442 0
19.9933 44.3919 0
48.7256 77.4644 0
87.2653 5.90943 0
15.779 81.9114 0
98.6291 59.5354 0
83.384 81.5101 0
45.2015 65.3461 0
77.14 64.8052 0
43.7138 68.2501 0
34.0301 87.4693 0
97.029 90.949 0
33.7372 50.1797 0
6.01179 66.8455 0
51.3105 8.64386 0
10.1115 11.7373 0
56.804 83.0325 0
54.2962 27.1551 0
68.7499 71.4349 0
61.1081 46.2736 0
18.2646 70.2287 0
60.3298 73.008 0
95.0343 62.2337 0
41.8307 21.4876 0
88.024 54.1296 0
38.143 33.0983 0
94.2392 93.3227 0
11.0242 96.2273 0
78.1736 68.1333 0
15.9201 66.6041 0
44.8431 21.4512 0
40.1896 51.1227 0
7.14191 70.9738 0
84.5769 58.8484 0
90.7762 66.5603 0
3.49458 52.5475 0
83.4473 95.1877 0
86.5365 90.5865 0
0.0707533 54.7671 0
37.8488 19.664 0
92.9093 22.8798 0
1.6966 63.3736 0
21.7045 91.4413 0
53.8122 55.9911 0
63.741 50.1877 0
7.25871 18.6297 0
62.3175 93.2684 0
46.263 42.3172 0
79.7562 28.0163 0
2.9292 76.0209 0
43.7744 43.2506 0
52.745 55.9225 0
28.9834 98.0249 0
3.58535 39.8104 0
78.1302 25.9148 0
84.5723 6.60749 0
13.7508 22.8248 0
19.9002 21.515 0
87.7707 3.47046 0
16.0862 3.93952 0
80.2303 68.9523 0
99.5394 15.5826 0
57.5934 79.1264 0
11.9834 58.7504 0
14.6082 12.2732 0
53.4849 69.0991 0
