83.75 12.8554 0
82.6818 48.6144 1
50.1024 75.5804 2
22.7936 13.9601 3
82.0844 86.5096 4
14.6599 56.2461 5
32.5713 26.821 3
90.4603 27.488 0
92.1853 12.5965 0
14.2761 7.47912 3
82.7547 89.8535 4
20.8849 67.8093 5
8.49777 42.4019 5
87.3488 61.4737 1
68.721 57.608 1
67.3595 75.8765 2
74.7788 45.0337 1
89.4027 8.55391 0
97.1425 5.06227 0
24.1587 37.1013 5
96.9351 82.1105 4
19.2411 58.6569 5
99.4085 68.0558 1
86.9632 43.2568 1
2.85939 88.5476 5
67.0022 75.5888 2
31.1069 62.4194 5
13.3427 21.8418 3
83.6954 48.3869 1
73.3032 73.3437 4
5.14735 4.50321 3
76.2186 7.95359 0
27.4757 8.23523 3
43.1744 86.7669 2
68.4327 47.7089 1
41.6412 68.994 2
64.6908 77.4129 2
41.7341 8.79638 3
12.2477 17.1997 3
45.324 6.69872 3
1.41819 16.231 3
93.1658 54.4644 1
75.7886 75.3772 4
19.2009 68.2822 5
68.1128 76.1914 2
81.6422 37.2538 1
68.4493 93.3444 4
90.5365 52.9501 1
28.1863 31.4832 3
87.0797 28.8084 0
1.47708 7.83747 3
9.95715 16.4987 3
19.5387 46.2127 5
44.0731 81.7971 2
88.8096 38.0805 1
74.7236 57.1629 1
6.98946 27.8947 5
68.8095 7.4648 0
29.4075 92.2984 2
72.1459 0.267279 0
52.369 99.6448 2
50.176 58.7535 2
95.4781 2.71354 0
95.9254 78.6245 4
17.1978 8.74012 3
47.8635 14.7972 3
79.6687 28.1405 0
78.7741 78.4376 4
86.8857 99.7181 4
82.625 31.6584 1
17.9693 40.7561 5
28.5178 48.8286 5
3.81234 61.2445 5
68.843 1.33979 0
66.1716 73.7371 2
18.7416 90.4817 2
51.4193 30.4079 3
80.498 0.0989222 0
14.6311 3.45888 3
88.6221 88.6254 4
89.8131 14.5196 0
12.174 60.89 5
15.1728 18.1934 3
21.0312 76.841 5
79.7853 89.2219 4
55.8472 57.678 2
22.8106 56.7947 5
77.0212 7.81768 0
30.8426 2.05973 3
67.2639 63.6911 2
26.5852 73.7738 2
41.4535 72.0375 2
63.8645 14.9005 0
88.7244 89.049 4
74.1208 95.1515 4
99.1729 29.6459 0
90.7754 15.1581 0
62.6905 56.7515 2
26.4627 89.0797 2
0.748088 62.7587 5
58.7234 65.4733 2
88.921 18.8686 0
2.97979 53.3792 5
76.6936 37.5073 1
77.0291 91.7667 4
1.35633 51.6107 5
