54.0263 61.4769 0
63.9682 29.6646 1
1.47897 34.5118 2
40.9609 54.0573 3
65.3498 61.239 4
82.0047 81.9527 5
88.9229 97.1523 0
64.5827 25.1558 0
5.68615 24.2701 0
91.5735 12.0077 0
19.5004 32.0413 0
28.7329 17.8462 0
41.5785 45.0326 0
14.7744 32.2649 0
58.145 94.5284 0
88.6219 79.6646 0
56.5135 44.5222 0
15.5967 37.5338 0
50.1117 0.405533 0
25.5922 22.7189 0
96.1434 46.0674 0
95.7623 1.91277 0
65.5274 0.730873 0
23.9801 55.3246 0
5.80541 29.9177 0
69.3027 90.3889 0
99.294 81.3408 0
96.129 34.296 0
20.6068 27.9213 0
60.5042 58.2448 0
82.7156 32.0453 0
2.39109 53.8969 0
87.8216 6.33281 0
91.8456 31.6652 0
82.8999 20.9277 0
38.0183 20.2272 0
80.4725 82.1692 0
42.0601 68.7635 0
80.1425 42.6388 0
70.6275 14.8803 0
91.1826 92.1294 0
4.53577 58.7286 0
65.4294 74.1461 0
16.4898 5.32465 0
67.0993 47.5935 0
32.1233 48.2633 0
49.3052 64.3251 0
64.0683 84.5256 0
73.7669 15.2412 0
89.0761 24.8713 0
84.2832 40.2113 0
82.9891 27.2322 0
47.287 60.0091 0
74.958 98.5066 0
74.6219 5.44314 0
43.1253 44.2012 0
19.8102 98.3287 0
51.3048 27.8876 0
93.7829 42.1524 0
15.7762 61.0189 0
44.9861 10.8127 0
45.7481 19.6415 0
36.0509 78.9926 0
22.519 27.8995 0
93.1731 8.21297 0
90.5965 42.4787 0
61.494 70.6173 0
17.6454 56.2334 0
35.2785 47.4127 0
78.8474 42.6285 0
94.5175 96.574 0
45.68 49.5075 0
45.4209 52.9838 0
22.1425 29.9114 0
27.2376 75.1713 0
19.9101 32.9893 0
91.0718 30.4121 0
14.6579 88.7718 0
31.6175 39.1641 0
81.6443 33.2164 0
0.536346 30.9574 0
42.9608 69.7234 0
62.601 32.9787 0
72.4745 12.4513 0
26.4461 15.3355 0
62.2402 2.78105 0
99.225 84.3232 0
50.2306 21.203 0
18.0738 52.2729 0
14.7099 40.6378 0
20.8539 60.9241 0
93.9874 69.4871 0
8.03014 21.9636 0
43.3757 96.3721 0
53.888 13.5427 0
0.913569 13.1259 0
5.38668 91.9161 0
43.2449 94.3535 0
52.2511 72.0527 0
67.8878 93.2918 0
40.4292 59.3944 0
78.4372 46.1956 0
68.3344 94.138 0
55.0977 96.69 0
63.8098 97.3554 0
58.0174 97.0107 0
